TEST_AGE,CERT_GBN,TEST_SEX,ITEM_F001,ITEM_F002
23,하,F,161.0,53.5
42,하,F,157.8,68.2
55,하,F,157.0,59.6
23,중,M,181.7,78.32
65,중,F,148.3,50.1
68,하,F,149.3,69.8
26,중,F,174.7,62.4
65,하,F,155.7,56.34
43,하,F,150.0,57.4
47,하,M,165.5,65.26
47,하,M,170.0,78.9
45,하,F,149.0,49.6
19,중,M,170.1,62.0
28,하,M,172.7,82.9
19,하,M,169.4,62.3
35,하,F,166.5,60.8
82,중,F,146.4,45.8
41,하,F,157.3,60.2
50,상,F,154.2,53.1
21,중,M,177.7,63.2
30,중,M,177.6,64.0
21,하,M,177.7,79.8
81,하,F,140.0,51.7
23,하,M,168.6,75.1
24,하,M,173.5,55.2
31,하,M,158.7,72.7
34,하,M,175.0,93.2
37,하,M,173.5,67.0
65,중,F,162.4,59.1
60,하,F,159.0,54.3
49,하,F,164.3,48.62
22,하,F,164.0,51.0
76,하,M,175.0,68.2
52,상,M,176.0,75.12
27,하,M,170.8,63.4
23,하,M,183.7,66.8
20,하,M,173.2,76.4
19,하,F,164.0,57.3
23,하,F,166.2,59.9
19,하,F,170.8,62.5
25,하,F,165.4,52.0
68,중,F,154.0,59.0
75,하,F,151.6,49.9
61,하,F,150.7,53.24
56,상,F,159.8,57.2
69,하,F,159.1,60.2
63,중,M,172.4,72.1
45,중,M,169.0,64.9
40,하,M,165.4,70.5
71,하,F,154.8,72.0
56,하,F,150.6,54.3
38,하,F,157.6,56.1
80,하,F,150.4,53.52
56,하,F,148.7,61.1
61,하,F,159.7,58.1
22,하,F,167.1,65.2
35,하,M,169.6,73.2
49,중,F,161.4,55.7
44,하,M,169.9,77.4
77,하,M,163.5,71.7
21,하,M,172.0,68.4
80,하,F,153.0,74.5
77,하,F,156.0,87.4
22,하,F,164.7,61.6
21,하,F,160.7,49.0
55,하,F,154.3,59.68
67,하,F,159.0,72.5
69,상,F,155.0,62.6
73,하,F,150.5,62.4
34,하,M,174.5,69.9
42,하,F,161.1,66.56
41,중,F,169.5,52.2
36,하,F,164.1,52.9
14,하,F,158.0,89.2
14,하,M,158.0,45.9
54,하,F,164.5,58.3
59,중,F,157.3,52.5
37,하,F,160.9,45.6
65,중,F,155.7,53.94
22,하,M,183.8,86.4
70,하,F,162.0,62.1
20,중,F,154.3,46.1
23,하,M,178.4,65.8
64,하,F,159.0,66.9
46,하,F,152.2,53.4
58,하,F,153.0,61.4
63,하,F,149.7,60.3
27,하,F,161.5,56.44
41,하,F,151.2,58.2
59,하,F,155.4,62.3
19,중,F,158.0,51.5
20,하,M,176.8,79.6
42,하,F,163.8,69.48
68,하,M,165.0,71.2
46,하,M,151.2,57.3
31,하,F,147.3,47.1
58,중,M,154.0,61.6
42,하,F,150.6,64.1
22,하,F,162.0,53.98
53,하,F,161.0,58.6
75,하,F,153.0,64.2
23,하,F,163.1,99.9
22,하,F,160.5,52.8
48,하,F,154.5,68.7
22,하,M,183.5,83.0
22,하,M,177.0,68.2
74,하,F,152.0,56.2
58,하,M,175.0,75.4
81,하,F,149.0,44.2
52,하,F,155.2,62.5
19,하,F,165.9,54.4
42,하,F,158.0,92.5
16,하,M,178.7,94.42
21,하,F,160.0,47.9
20,하,M,164.5,61.5
19,하,M,177.0,74.7
19,하,F,154.0,52.0
20,하,M,173.0,59.2
19,하,M,168.8,65.0
19,하,M,166.7,71.0
20,하,F,163.0,57.3
21,하,F,162.0,57.9
20,하,M,177.0,88.1
20,하,M,189.0,109.9
72,하,F,160.3,58.4
68,상,F,148.0,49.9
19,하,F,166.7,55.2
19,하,F,152.5,60.6
28,하,M,177.8,71.9
25,하,F,163.0,53.4
20,하,F,165.2,91.5
71,하,F,159.6,52.86
38,중,F,161.8,57.3
40,하,M,167.9,63.3
46,하,F,155.9,50.28
54,하,M,170.9,70.92
69,하,M,160.1,62.3
53,하,F,159.0,79.6
22,하,F,161.0,46.0
21,하,M,177.1,67.1
20,하,M,169.0,64.7
24,하,M,172.8,71.5
20,하,M,162.8,61.0
33,하,M,180.9,81.1
37,하,M,169.1,79.7
27,하,M,181.1,72.1
48,하,F,164.2,59.46
63,하,F,148.6,54.9
14,하,M,182.2,76.7
49,하,F,150.3,58.68
64,상,M,163.9,66.7
57,하,M,166.9,75.6
25,하,M,185.7,65.9
43,하,M,171.2,78.6
52,하,M,170.1,66.1
68,중,M,163.1,52.4
21,중,M,177.0,59.8
22,하,M,186.3,99.3
65,하,M,170.0,73.3
31,하,F,160.9,55.7
39,하,F,159.0,59.9
43,하,F,159.0,54.7
19,하,F,159.0,46.9
20,하,M,169.5,74.4
45,상,M,175.0,79.6
19,중,F,159.1,55.8
70,하,M,175.0,77.2
70,중,M,165.0,63.9
36,하,F,160.0,55.4
23,하,M,173.6,66.7
25,하,F,167.0,56.16
24,하,M,169.2,91.7
41,하,F,163.0,53.74
42,하,F,150.6,47.1
20,하,M,171.0,76.6
56,하,F,152.7,48.6
22,하,M,153.0,46.5
69,중,F,156.4,55.3
77,하,M,167.2,82.6
48,하,F,152.2,58.9
20,하,F,165.8,62.82
38,하,M,177.0,88.2
55,하,F,154.7,48.6
15,하,M,164.9,59.5
38,하,F,161.5,58.6
14,하,M,169.5,54.6
23,하,M,175.7,75.82
69,하,M,176.4,81.1
35,하,F,157.7,75.3
21,하,M,173.0,68.4
22,하,M,174.7,69.8
73,하,F,150.3,70.8
18,하,M,179.8,73.6
18,하,M,167.0,70.3
51,하,F,155.3,57.8
21,하,F,165.1,55.74
45,하,F,159.8,54.62
60,하,F,159.3,43.28
73,하,M,168.1,57.5
21,하,M,179.1,65.24
20,하,F,159.0,58.7
29,하,M,174.5,75.56
22,하,F,165.7,72.96
58,하,M,173.0,81.72
35,하,M,170.3,76.18
50,하,F,156.1,58.9
15,하,M,171.2,81.2
15,상,F,171.6,53.8
15,하,M,176.4,61.4
14,하,M,169.2,59.2
15,하,F,153.6,43.1
15,하,M,170.4,51.5
15,하,M,152.8,42.0
15,하,M,163.1,57.0
15,하,F,163.4,55.0
15,하,F,154.6,57.6
15,하,M,173.0,86.7
15,하,F,163.6,99.7
15,하,F,161.5,61.0
15,하,F,161.8,63.9
15,하,M,169.9,52.7
15,하,F,155.9,66.0
15,하,M,177.3,56.6
15,하,F,159.5,53.4
13,하,M,149.0,35.2
15,하,M,181.7,69.9
67,하,M,164.0,68.6
60,하,M,166.2,75.86
25,하,F,170.0,60.52
32,하,M,179.7,77.12
23,하,M,181.0,95.64
18,하,M,180.0,66.4
40,하,M,185.3,107.24
22,하,M,180.2,78.3
55,하,F,159.9,70.66
67,하,F,168.2,69.24
36,하,M,169.5,84.82
27,하,M,175.2,75.9
66,하,M,172.8,72.06
27,하,M,163.1,58.9
70,하,M,160.4,53.0
14,하,F,162.5,54.3
21,하,M,179.4,61.5
21,하,M,166.9,58.5
18,하,M,168.0,63.0
72,하,F,149.5,66.7
29,하,F,164.8,54.7
85,하,F,142.6,55.3
14,하,M,169.0,53.5
14,하,F,158.2,70.4
48,하,F,148.3,67.36
32,하,M,175.2,89.22
45,하,F,155.4,74.6
63,하,M,166.4,66.32
64,하,F,153.3,55.5
64,하,F,146.0,50.02
27,하,F,163.8,50.4
24,하,F,161.7,46.8
80,하,M,162.7,58.7
69,상,F,149.9,46.24
24,하,F,163.0,57.4
14,하,M,170.3,68.8
23,하,F,158.8,53.0
20,하,M,171.5,74.2
77,하,M,165.4,76.53
37,하,M,172.5,77.92
20,하,F,165.0,49.7
26,하,F,158.5,43.8
28,하,M,180.5,70.1
43,하,F,155.5,67.4
28,중,F,163.0,53.3
35,하,M,167.0,70.5
53,하,M,167.5,63.9
20,하,F,163.2,53.1
48,하,F,160.6,53.3
39,하,F,160.6,56.1
52,하,F,157.5,58.16
68,하,F,156.5,58.12
54,중,M,172.0,60.7
56,하,F,160.9,64.38
69,하,M,164.8,71.62
53,상,F,161.2,56.9
46,하,F,154.0,52.08
64,하,F,158.9,63.58
19,하,F,160.0,50.5
59,하,F,151.5,46.0
24,하,M,176.7,73.26
47,하,F,162.9,55.3
44,하,F,149.6,53.04
32,상,M,178.2,81.22
54,하,F,161.7,58.82
22,하,F,167.2,64.68
35,하,M,183.1,69.68
27,중,M,176.0,74.0
59,하,F,152.4,58.68
66,상,F,156.0,58.78
39,중,F,163.3,55.22
68,하,F,155.3,55.98
19,하,F,156.9,44.96
56,중,M,166.0,76.6
19,하,F,158.3,68.86
23,하,M,168.9,59.94
80,하,M,165.8,71.04
79,하,M,162.9,68.82
70,중,F,152.5,57.18
48,하,F,162.3,56.6
73,하,M,176.0,67.74
73,상,F,149.1,51.2
65,하,M,163.8,69.52
34,하,M,178.4,83.5
72,하,M,161.5,68.8
75,하,F,158.9,62.32
25,하,F,168.9,64.0
39,중,F,163.6,51.64
37,하,F,164.0,55.48
43,하,F,163.2,73.12
37,하,F,155.9,48.88
46,하,F,160.8,65.26
26,하,F,169.2,57.76
55,하,F,158.0,65.8
42,하,F,170.4,79.14
42,하,F,169.7,67.16
37,하,F,150.9,58.24
38,하,F,160.2,75.66
50,하,F,154.3,49.44
21,하,F,158.2,55.42
20,중,F,157.2,57.2
19,하,F,157.6,56.54
21,하,F,168.5,58.84
22,하,F,160.7,55.7
53,하,M,172.7,79.0
66,상,F,142.8,49.8
43,하,F,162.5,56.54
54,하,F,160.2,56.14
73,하,F,152.4,68.62
54,하,F,166.1,60.7
32,하,M,176.1,101.4
48,하,F,150.4,50.2
46,하,F,151.0,62.78
56,중,F,152.6,45.8
55,하,F,167.4,61.28
57,하,F,159.3,60.6
19,하,M,178.6,79.64
73,하,F,150.7,61.62
70,중,M,168.1,70.82
23,하,F,159.1,55.3
31,상,M,182.5,72.66
23,하,F,157.3,61.5
43,하,M,175.4,80.48
38,하,F,165.0,66.0
63,하,F,153.3,48.9
25,하,M,187.9,81.3
56,하,F,157.8,59.28
33,하,F,163.0,60.16
23,하,M,181.2,71.1
24,하,M,178.6,61.32
25,하,M,186.3,88.0
19,하,F,161.3,54.8
19,하,F,161.8,47.3
74,하,F,152.8,56.08
78,하,M,163.7,63.48
22,하,M,175.6,80.92
21,하,M,180.0,76.02
19,하,M,173.8,69.12
66,상,M,160.2,55.08
63,하,F,151.6,54.62
56,하,F,157.2,58.48
20,상,F,167.2,58.58
19,하,M,173.8,94.48
59,하,F,153.9,63.28
66,상,M,165.6,63.4
65,중,F,152.0,58.22
60,하,F,156.5,63.02
56,하,M,172.0,69.82
63,하,M,179.5,83.7
32,하,M,169.3,64.5
45,하,F,156.0,59.12
20,하,M,180.1,78.6
20,중,M,171.9,60.38
24,하,F,157.4,54.0
22,하,F,161.7,49.08
58,하,F,151.8,52.14
22,하,F,157.5,42.42
25,하,M,170.9,82.24
23,하,M,173.5,86.72
21,하,F,160.3,53.62
55,하,M,174.0,69.54
62,중,M,171.2,68.84
21,하,M,175.3,92.28
20,하,F,163.6,55.56
60,하,M,168.7,74.44
64,하,F,151.7,49.12
66,중,F,150.5,47.6
19,중,M,181.1,71.2
23,중,M,187.5,93.8
22,하,M,176.5,101.62
19,하,M,162.0,50.12
22,하,F,155.7,55.2
51,하,F,155.0,66.34
23,하,M,166.2,82.2
41,중,M,164.9,67.08
42,중,F,159.9,53.06
24,하,M,171.4,77.34
24,하,M,175.9,77.3
34,상,F,160.4,56.9
73,중,F,160.4,63.08
32,하,F,160.2,63.88
42,하,M,178.9,80.64
33,하,M,166.3,71.54
71,하,F,152.2,63.7
33,하,M,177.2,89.98
72,하,M,170.5,72.06
78,하,F,157.4,52.58
70,하,F,148.1,47.94
68,중,F,151.9,50.64
59,하,F,157.5,51.94
34,하,M,168.7,86.52
40,하,M,168.8,70.7
72,하,F,164.6,72.08
25,하,M,177.2,105.88
26,하,M,165.6,62.44
66,상,M,168.6,64.52
24,하,F,150.2,56.68
73,중,F,151.0,55.94
69,하,F,160.0,69.5
20,하,F,162.1,48.48
63,하,F,150.9,53.26
26,하,M,166.6,60.86
54,하,M,178.6,77.66
54,하,F,165.5,62.4
25,중,F,168.2,56.98
23,하,M,178.5,90.14
50,하,M,174.9,79.0
58,하,F,160.9,67.36
49,하,F,152.5,66.4
19,하,F,160.4,51.92
20,중,M,178.1,79.32
21,중,F,157.1,52.02
20,하,F,156.1,51.88
59,하,F,152.3,46.92
20,하,F,157.6,50.38
23,하,F,156.5,51.96
19,하,M,172.4,56.84
20,하,F,158.2,51.32
70,상,M,167.0,63.58
64,하,F,152.9,74.0
21,하,F,157.4,48.8
21,하,F,160.2,48.96
19,하,F,160.1,47.22
46,하,M,173.5,78.94
27,하,M,166.0,63.42
25,하,F,156.4,60.58
61,하,M,173.0,76.64
24,하,F,160.6,52.88
20,하,M,172.0,61.54
25,중,M,168.8,62.7
81,중,F,153.9,59.52
78,중,F,156.6,60.98
21,하,M,168.0,66.04
21,하,F,160.5,54.06
32,하,M,166.1,64.44
42,하,M,164.8,64.72
71,하,M,163.2,64.08
80,하,M,166.7,68.14
21,하,F,165.8,57.52
20,하,F,162.1,58.34
66,하,F,158.9,63.54
73,하,M,166.8,59.82
52,하,F,166.1,51.0
74,하,F,152.1,77.86
19,하,F,145.0,63.44
19,하,M,168.9,67.14
19,하,M,173.2,77.46
58,하,F,157.5,61.4
62,하,F,160.9,60.56
19,하,M,168.1,42.98
63,하,F,154.7,64.88
28,하,F,148.5,45.0
46,하,F,162.9,61.6
19,하,M,173.3,56.5
19,중,M,173.3,58.76
28,하,M,174.7,71.06
19,하,M,163.3,62.02
45,하,F,146.3,52.98
17,하,F,158.1,67.26
58,하,F,160.7,51.14
66,하,F,155.2,57.44
46,하,F,154.3,58.32
55,하,F,160.1,58.78
61,하,F,155.4,54.06
20,하,M,180.0,74.8
63,하,M,148.4,59.06
27,하,M,183.4,75.44
71,중,M,169.9,66.62
20,하,M,169.7,70.06
24,하,M,177.0,82.98
53,하,F,152.1,74.56
19,하,F,151.1,52.16
19,하,F,156.7,41.26
69,상,M,165.1,53.22
69,하,M,166.5,91.22
67,하,M,160.0,64.1
84,하,F,147.3,53.56
62,하,F,160.0,66.0
70,하,F,152.9,57.54
44,하,F,164.7,72.52
21,하,M,175.5,56.18
46,하,F,153.3,64.52
19,하,M,165.2,66.7
19,하,M,177.0,68.76
19,하,M,177.0,68.04
19,하,M,176.4,82.58
19,하,M,163.7,60.34
19,하,M,169.9,64.42
61,하,F,151.3,51.04
19,상,F,165.8,59.76
19,하,F,166.0,61.76
19,하,M,183.1,79.28
20,하,M,178.4,72.14
19,하,F,158.5,82.9
19,하,F,157.8,52.84
19,하,M,168.5,73.5
20,하,F,172.6,65.06
21,하,M,178.7,72.68
71,중,M,166.6,73.52
20,하,F,155.0,44.4
42,하,F,163.6,71.22
20,하,F,158.6,48.64
31,상,F,158.0,54.42
62,하,M,168.2,81.98
20,하,F,156.2,49.32
46,하,F,161.9,73.14
19,하,M,180.9,91.64
20,중,F,160.5,47.98
57,하,F,163.2,59.26
58,하,F,154.3,57.52
59,하,F,150.5,50.4
50,하,F,149.6,48.56
22,하,F,171.0,56.98
66,중,M,174.5,59.9
26,중,M,182.0,69.04
66,하,F,161.7,59.06
54,하,F,150.4,65.28
51,하,F,153.1,59.18
22,하,M,176.6,66.42
35,하,F,161.9,46.14
39,하,M,165.2,68.6
59,중,M,170.9,73.16
49,하,M,167.3,74.1
28,중,M,177.4,84.76
24,하,F,163.7,73.62
19,하,F,154.7,48.46
19,하,M,175.2,58.42
21,하,F,155.7,49.62
69,상,M,164.1,61.94
19,하,M,176.9,63.26
37,하,F,158.7,55.1
37,하,M,164.3,64.02
22,하,F,163.9,51.52
47,하,F,148.6,63.32
25,하,F,154.7,62.74
19,하,F,157.6,52.64
19,하,F,168.0,73.78
19,하,M,190.1,72.3
73,하,F,150.0,63.52
74,하,M,166.0,76.92
69,하,M,166.0,57.96
70,상,F,157.6,49.84
71,하,M,165.0,60.52
25,하,M,162.6,65.84
45,하,F,161.8,57.22
19,하,M,165.7,53.36
69,하,F,154.2,54.78
63,하,F,151.0,56.28
75,상,F,147.9,53.68
73,중,F,161.4,65.02
51,하,F,156.2,71.34
42,하,M,177.8,76.98
21,하,F,162.8,50.76
56,하,M,169.1,80.96
48,하,F,156.4,56.9
77,상,M,159.0,55.08
47,하,F,158.7,64.0
60,중,M,162.1,56.9
79,하,F,145.0,54.14
63,중,F,154.5,59.3
73,하,F,151.9,58.7
26,하,M,176.3,63.44
20,하,F,165.8,63.7
22,하,M,181.6,71.72
55,상,F,153.1,52.56
53,하,F,161.3,53.52
78,하,M,169.6,63.12
23,하,F,165.3,52.0
49,하,F,153.1,62.14
52,하,F,157.5,47.56
65,하,M,163.1,63.46
27,하,M,182.1,81.02
26,하,F,160.2,59.78
28,하,M,175.2,65.72
54,하,F,156.0,53.58
52,하,F,153.9,58.66
68,상,F,153.9,60.94
24,하,M,184.6,78.66
62,하,F,158.5,58.22
36,하,F,160.9,54.96
51,하,F,156.3,53.0
66,하,F,156.0,74.9
19,하,F,160.3,60.5
49,하,F,147.5,74.3
43,하,F,161.1,53.26
35,하,M,177.5,78.18
36,중,F,154.8,46.36
42,하,F,161.4,70.16
66,하,M,158.4,45.02
20,하,M,166.2,72.16
36,하,M,170.6,67.9
39,하,M,181.1,97.68
33,하,M,179.1,101.46
21,하,F,167.0,56.56
72,중,M,175.4,61.88
20,하,M,177.5,69.36
74,하,M,171.5,64.56
47,중,F,152.6,57.38
26,하,F,160.4,53.88
70,중,F,154.7,58.58
68,하,F,159.4,79.54
62,하,F,146.0,51.96
55,하,F,148.7,51.78
27,하,M,182.4,89.2
25,하,M,174.1,90.86
25,하,M,182.3,81.2
56,중,F,152.9,54.98
20,중,F,163.7,59.66
21,하,F,161.6,67.7
20,하,F,152.2,55.98
21,하,F,149.8,38.04
21,하,F,161.8,99.08
21,하,F,161.6,58.5
23,하,M,167.7,62.76
65,하,F,154.2,58.48
20,하,M,171.4,61.2
22,하,M,169.4,71.96
21,하,M,174.9,75.28
21,하,M,176.7,77.34
22,하,M,174.3,71.64
23,하,M,167.9,58.1
21,하,M,174.5,75.48
56,하,F,146.0,52.18
59,하,M,165.5,72.66
46,상,F,162.6,56.94
50,하,M,170.7,59.58
52,하,F,158.3,65.74
51,하,F,151.8,67.46
44,하,F,158.5,55.04
20,하,M,170.5,65.4
55,하,F,157.6,56.38
50,하,M,172.1,63.22
66,하,F,150.6,56.46
66,하,M,155.9,51.28
57,하,M,165.7,76.5
19,하,F,160.5,47.82
43,하,F,161.4,51.64
73,하,F,150.0,65.66
19,하,F,156.3,50.38
33,하,F,162.6,52.5
65,하,F,159.1,74.8
58,하,M,162.0,67.54
26,하,M,174.2,83.88
44,하,F,155.5,74.98
80,하,F,149.0,57.26
20,하,M,168.5,56.12
59,하,F,155.5,59.9
62,하,F,164.3,64.1
20,하,F,162.1,54.28
19,하,F,159.3,50.74
43,하,F,156.5,53.3
46,하,M,170.4,80.42
26,하,F,162.3,69.9
45,하,F,156.8,62.9
21,하,M,177.4,81.16
21,중,F,161.6,53.64
27,하,F,164.7,54.12
30,하,F,164.2,51.1
41,중,M,163.4,58.64
48,하,M,168.7,84.44
20,하,M,167.2,70.0
62,하,M,171.5,68.74
40,하,F,153.1,52.38
51,하,F,162.5,53.56
67,하,F,147.1,49.54
81,상,M,155.7,51.58
27,하,F,160.0,73.62
73,중,F,158.8,55.68
66,하,M,168.8,68.24
56,하,F,159.8,52.1
26,하,M,176.3,83.48
58,하,M,159.0,58.74
55,하,M,171.0,72.66
51,하,F,161.4,52.9
49,중,F,154.7,53.0
37,하,M,172.1,75.24
42,중,M,179.8,71.74
19,하,F,167.6,59.8
19,하,M,171.0,64.22
56,하,F,151.0,47.72
20,하,M,174.9,74.9
19,하,M,160.3,55.84
19,하,M,183.0,107.02
37,하,F,158.0,51.98
19,하,M,173.5,74.04
58,하,F,150.2,50.22
19,하,M,178.8,66.08
21,하,F,154.0,52.0
21,하,F,160.3,60.8
65,하,F,145.2,60.28
25,하,M,172.2,64.02
27,하,M,179.1,63.94
60,하,F,147.5,54.36
62,하,F,153.8,59.96
63,하,M,168.0,68.96
40,하,F,152.2,44.94
40,하,M,174.6,76.32
47,하,F,153.6,84.14
67,중,F,157.7,54.76
19,하,F,152.3,46.46
20,하,F,153.9,71.82
58,하,F,144.5,51.52
56,하,M,170.0,78.36
67,하,F,155.6,57.88
67,하,F,152.4,56.04
74,하,M,160.3,58.78
64,하,F,158.2,67.22
63,하,M,165.6,66.96
21,하,F,162.8,45.92
22,하,F,151.8,50.96
21,하,M,181.8,64.28
49,하,F,160.8,53.76
34,하,F,153.6,71.72
48,상,F,154.8,50.76
41,중,F,157.4,57.9
38,하,F,171.6,50.2
37,하,M,177.2,71.2
32,하,F,161.0,54.7
31,하,F,166.3,72.98
27,하,F,166.7,61.82
30,하,F,164.9,50.0
24,하,M,177.2,78.84
72,하,F,150.0,64.12
29,하,M,181.7,73.24
54,하,F,159.6,63.5
29,하,F,162.4,55.2
19,하,F,159.3,44.3
30,하,F,167.7,53.14
23,하,M,172.2,78.5
24,하,F,164.9,75.26
20,하,F,161.0,81.78
40,하,M,173.7,71.98
21,중,M,183.6,71.34
68,하,F,144.8,61.62
62,하,F,155.2,60.34
34,중,M,165.3,59.98
25,하,M,168.7,76.76
50,하,F,156.5,56.96
46,하,F,152.0,48.38
42,하,M,163.0,60.78
18,하,M,163.0,58.9
26,하,F,155.2,42.2
56,하,F,156.6,56.08
36,하,M,174.6,72.64
70,하,F,152.7,59.16
25,하,M,182.7,75.28
30,하,M,175.9,74.74
68,중,F,158.7,58.68
56,하,F,152.0,54.68
52,중,F,149.6,45.4
63,하,F,157.8,66.84
61,하,F,153.0,78.84
21,하,F,159.4,44.86
45,중,F,161.7,51.6
39,하,F,158.0,45.28
69,중,F,159.6,58.24
67,하,F,154.6,62.02
66,하,M,165.2,73.7
21,하,M,182.0,82.68
21,하,M,167.0,52.84
20,하,M,171.0,61.74
21,하,F,156.0,57.14
23,하,M,163.0,55.46
24,하,M,188.5,82.14
23,하,M,179.8,76.9
19,하,F,171.0,66.78
19,하,F,175.0,56.56
20,하,F,160.0,47.58
26,하,F,166.1,52.4
38,하,F,155.8,66.36
45,상,M,164.8,58.76
20,하,M,175.9,68.8
22,하,M,182.4,77.86
23,하,M,165.5,49.8
54,하,F,159.6,62.4
58,하,M,169.8,79.36
23,하,F,165.9,66.46
23,하,F,155.9,53.8
23,중,M,179.6,95.9
24,하,F,158.2,51.7
71,하,M,161.1,58.9
19,하,M,175.9,72.6
23,하,M,181.5,89.6
20,하,M,166.2,67.4
20,하,M,173.9,73.9
20,하,F,164.7,48.7
21,하,F,166.0,58.5
21,하,F,157.2,47.6
22,하,F,159.2,62.5
25,하,M,170.9,70.4
26,하,M,186.4,88.6
20,하,F,161.3,46.5
21,하,F,161.6,64.1
23,하,M,180.0,55.2
20,하,M,180.6,73.1
20,하,M,173.0,65.3
22,하,M,180.1,111.1
23,하,M,167.3,72.64
62,하,M,155.8,61.78
29,하,M,169.4,86.56
54,하,F,151.1,69.1
63,하,F,147.6,52.98
29,하,M,174.1,75.66
21,하,M,173.4,75.62
61,중,M,164.1,74.46
47,하,M,166.4,75.78
41,상,M,167.7,74.68
57,하,M,169.5,75.6
53,하,M,165.8,75.3
39,하,F,161.7,66.4
42,하,F,156.5,54.02
54,하,F,155.0,58.42
58,하,F,157.1,54.02
54,하,F,162.7,61.84
56,하,M,157.8,59.96
47,하,M,170.3,76.98
32,하,M,168.0,72.06
55,하,F,148.7,51.82
46,중,F,159.4,65.7
54,하,F,157.2,64.38
65,하,F,158.5,64.26
64,하,F,160.9,64.28
30,하,F,156.2,47.76
25,하,F,160.7,53.78
57,중,M,165.3,62.4
26,하,F,161.5,53.78
21,하,F,161.2,46.46
44,하,F,154.5,65.86
41,하,F,162.8,75.6
32,하,F,163.4,61.94
42,중,F,159.1,53.44
37,상,F,159.4,57.02
73,중,F,149.2,51.1
59,하,F,150.2,64.72
25,하,M,173.7,73.08
22,하,M,176.7,70.78
25,하,M,181.4,77.58
28,하,M,181.0,69.5
22,하,F,163.7,54.12
48,중,F,151.1,60.02
49,하,F,162.7,73.48
38,하,M,176.0,65.56
45,하,F,157.3,49.94
24,하,F,168.7,73.52
27,하,F,160.5,96.62
21,하,F,160.9,83.56
24,하,F,158.3,63.58
67,하,M,173.6,69.1
19,하,F,160.2,50.06
22,하,F,166.5,66.58
47,중,F,164.9,49.66
58,하,F,154.6,51.18
55,하,F,154.4,48.1
54,하,F,164.1,58.2
53,중,F,155.5,54.0
67,하,F,154.7,56.3
76,하,F,144.0,48.1
24,하,F,163.1,62.34
41,하,F,159.2,58.28
62,하,F,155.2,58.28
22,하,M,168.0,81.9
34,하,F,154.9,64.72
42,하,F,152.8,43.68
44,하,F,164.1,55.5
25,하,M,181.5,74.62
25,하,M,190.9,95.4
24,하,F,162.3,61.2
67,중,M,163.6,74.7
27,하,M,173.5,77.1
64,하,F,153.0,53.36
27,하,F,165.7,48.04
30,하,F,158.6,62.26
38,하,M,181.8,70.64
41,하,F,158.9,62.9
43,하,M,177.2,74.24
51,하,F,159.8,56.16
20,하,F,161.7,53.94
67,하,M,165.9,69.0
20,하,M,163.3,52.02
57,중,F,156.7,52.26
25,하,M,183.0,67.32
72,하,F,157.9,64.96
25,하,M,179.4,70.58
67,하,F,152.9,50.48
54,하,M,185.6,72.42
55,하,F,157.1,53.38
27,하,M,177.7,77.46
27,하,F,159.1,65.06
69,하,F,150.7,50.0
39,상,F,157.8,46.42
40,하,M,165.3,71.62
33,하,F,160.3,83.9
36,하,F,165.8,72.72
21,하,M,179.2,72.98
21,하,M,180.0,66.36
44,하,F,161.3,62.2
54,하,F,160.0,55.62
24,하,F,161.8,50.7
42,하,F,157.2,70.04
72,하,M,160.0,68.4
55,하,M,146.8,47.5
29,하,F,163.3,64.9
57,하,F,150.8,50.14
45,하,F,160.8,64.3
48,하,F,163.6,51.66
23,하,F,156.3,52.22
23,하,F,166.7,53.38
24,하,M,168.9,71.18
67,하,F,153.9,64.34
37,하,F,158.3,79.74
49,하,F,162.6,62.38
72,하,M,167.3,63.32
23,하,F,163.6,48.1
48,하,F,155.0,67.76
36,하,F,159.0,64.72
21,하,F,163.2,48.0
45,하,F,160.2,69.36
28,하,F,156.3,66.7
46,하,F,153.7,66.62
41,하,F,165.5,87.94
55,상,F,163.0,60.46
21,하,F,159.5,50.42
30,하,F,158.3,71.28
23,하,M,175.9,79.42
38,하,F,154.0,59.74
33,하,M,167.0,64.9
66,하,M,160.6,63.0
53,하,F,161.0,65.96
20,하,F,152.2,51.96
50,중,F,166.9,61.92
25,하,M,169.5,66.48
57,하,F,165.1,59.84
64,하,F,145.5,50.86
23,하,M,171.8,58.38
22,하,M,172.0,64.12
75,하,M,169.0,64.8
20,하,M,175.0,104.3
51,하,F,153.0,54.92
46,중,M,168.2,60.32
65,하,F,153.9,55.84
27,하,M,175.9,73.68
50,하,F,158.0,64.62
53,하,M,171.0,66.54
67,하,F,161.4,63.84
79,하,F,144.7,55.26
20,하,M,175.8,68.0
57,하,F,155.3,61.78
20,하,F,170.9,55.0
20,하,F,162.3,54.96
48,하,F,146.0,37.7
31,하,F,163.9,64.0
65,하,F,161.4,66.74
24,하,M,167.6,67.4
76,중,M,167.8,55.24
19,하,F,155.4,56.12
19,하,F,162.1,71.0
19,하,F,169.6,70.66
19,하,F,161.5,75.54
19,하,F,157.6,57.52
63,하,F,154.0,60.66
19,하,M,172.7,88.76
32,하,F,160.4,53.5
28,하,M,178.3,71.3
40,상,F,156.3,61.12
19,하,F,156.9,55.32
20,하,F,167.0,65.28
19,하,F,162.7,56.56
60,상,M,161.5,65.32
22,하,M,172.1,84.68
48,하,M,178.0,88.06
42,하,F,163.3,54.76
